id,label,label_desc
2985,43,"Squat (arms in front of body, parallel to ground)"
2986,26,Non-Exercise
2987,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2988,26,Non-Exercise
2989,8,Device on Table
2990,54,Triceps extension (lying down)
2991,35,Russian Twist
2992,26,Non-Exercise
2993,26,Non-Exercise
2994,30,Pushup (knee or foot variation)
2995,27,Overhead Triceps Extension
2996,8,Device on Table
2997,60,Wall Squat
2998,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2999,26,Non-Exercise
3000,26,Non-Exercise
3001,28,Plank
3002,26,Non-Exercise
3003,26,Non-Exercise
3004,57,Walk
3005,26,Non-Exercise
3006,26,Non-Exercise
3007,4,Burpee
3008,23,Lawnmower (right arm)
3009,37,Shoulder Press (dumbbell)
3010,26,Non-Exercise
3011,26,Non-Exercise
3012,30,Pushup (knee or foot variation)
3013,26,Non-Exercise
3014,47,Squat Rack Shoulder Press
3015,26,Non-Exercise
3016,26,Non-Exercise
3017,26,Non-Exercise
3018,26,Non-Exercise
3019,53,Triceps Kickback (knee on bench) (right arm)
3020,47,Squat Rack Shoulder Press
3021,26,Non-Exercise
3022,26,Non-Exercise
3023,3,Biceps Curl (band)
3024,26,Non-Exercise
3025,24,"Lunge (alternating both legs, weight optional)"
3026,41,Sit-ups
3027,27,Overhead Triceps Extension
3028,60,Wall Squat
3029,26,Non-Exercise
3030,11,Dumbbell Row (knee on bench) (label spans both arms)
3031,14,Dumbbell Squat (hands at side)
3032,26,Non-Exercise
3033,56,V-up
3034,35,Russian Twist
3035,18,Jump Rope
3036,26,Non-Exercise
3037,47,Squat Rack Shoulder Press
3038,45,Squat (kettlebell / goblet)
3039,29,Power Boat pose
3040,26,Non-Exercise
3041,26,Non-Exercise
3042,36,Seated Back Fly
3043,56,V-up
3044,23,Lawnmower (right arm)
3045,23,Lawnmower (right arm)
3046,60,Wall Squat
3047,17,Fast Alternating Punches
3048,26,Non-Exercise
3049,8,Device on Table
3050,50,Tap Right Device
3051,26,Non-Exercise
3052,27,Overhead Triceps Extension
3053,37,Shoulder Press (dumbbell)
3054,8,Device on Table
3055,26,Non-Exercise
3056,18,Jump Rope
3057,32,Repetitive Stretching
3058,9,Dip
3059,47,Squat Rack Shoulder Press
3060,9,Dip
3061,27,Overhead Triceps Extension
3062,26,Non-Exercise
3063,25,Medicine Ball Slam
3064,8,Device on Table
3065,15,Dynamic Stretch (at your own pace)
3066,20,Kettlebell Swing
3067,31,Pushups
3068,26,Non-Exercise
3069,26,Non-Exercise
3070,30,Pushup (knee or foot variation)
3071,46,Squat Jump
3072,29,Power Boat pose
3073,27,Overhead Triceps Extension
3074,26,Non-Exercise
3075,18,Jump Rope
3076,18,Jump Rope
3077,26,Non-Exercise
3078,26,Non-Exercise
3079,53,Triceps Kickback (knee on bench) (right arm)
3080,59,Wall Ball
3081,26,Non-Exercise
3082,26,Non-Exercise
3083,26,Non-Exercise
3084,47,Squat Rack Shoulder Press
3085,26,Non-Exercise
3086,60,Wall Squat
3087,28,Plank
3088,19,Jumping Jacks
3089,15,Dynamic Stretch (at your own pace)
3090,56,V-up
3091,16,Elliptical machine
3092,18,Jump Rope
3093,26,Non-Exercise
3094,26,Non-Exercise
3095,43,"Squat (arms in front of body, parallel to ground)"
3096,26,Non-Exercise
3097,26,Non-Exercise
3098,26,Non-Exercise
3099,28,Plank
3100,26,Non-Exercise
3101,0,Arm Band Adjustment
3102,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
3103,8,Device on Table
3104,60,Wall Squat
3105,26,Non-Exercise
3106,26,Non-Exercise
3107,26,Non-Exercise
3108,2,Bicep Curl
3109,19,Jumping Jacks
3110,17,Fast Alternating Punches
3111,58,Walking lunge
3112,26,Non-Exercise
3113,26,Non-Exercise
3114,26,Non-Exercise
3115,22,Lawnmower (left arm)
3116,26,Non-Exercise
3117,60,Wall Squat
3118,53,Triceps Kickback (knee on bench) (right arm)
3119,17,Fast Alternating Punches
3120,26,Non-Exercise
3121,26,Non-Exercise
3122,15,Dynamic Stretch (at your own pace)
3123,26,Non-Exercise
3124,2,Bicep Curl
